1,0,81,A0,82,80,87,5B,,45,21,984
2,0,82,A0,82,80,87,58,,45,21,984
3,0,83,A0,82,80,87,59,,45,21,994
4,0,84,A0,82,80,87,5E,,45,22,4
5,0,85,A0,82,80,87,5F,,45,22,24
6,0,86,A0,82,80,87,5C,,45,22,24
7,0,87,A0,82,80,87,5D,,45,22,24
8,0,88,A0,82,80,87,52,,45,22,34
1,0,81,A0,82,80,88,54,,45,22,44
2,0,82,A0,82,80,88,57,,45,22,64
3,0,83,A0,82,80,88,56,,45,22,64
4,0,84,A0,82,80,88,51,,45,22,74
5,0,85,A0,82,80,88,50,,45,22,84
6,0,86,A0,82,80,88,53,,45,22,94
7,0,87,A0,82,80,88,52,,45,22,104
8,0,88,A0,82,80,88,5D,,45,22,114
1,0,81,A0,82,80,89,55,,45,22,124
2,0,82,A0,82,80,89,56,,45,22,144
3,0,83,A0,82,80,89,57,,45,22,154
4,0,84,A0,82,80,89,50,,45,22,164
5,0,85,A0,82,80,89,51,,45,22,164
6,0,86,A0,82,80,89,52,,45,22,174
7,0,87,A0,82,80,89,53,,45,22,184
8,0,88,A0,82,80,89,5C,,45,22,194
1,0,81,A0,82,80,8A,56,,45,22,204
2,0,82,A0,82,80,8A,55,,45,22,224
3,0,83,A0,82,80,8A,54,,45,22,234
4,0,84,A0,82,80,8A,53,,45,22,254
5,0,85,A0,82,80,8A,52,,45,22,254
6,0,86,A0,82,80,8A,51,,45,22,254
7,0,87,A0,82,80,8A,50,,45,22,274
8,0,88,A0,82,80,8A,5F,,45,22,284
1,0,81,A0,82,80,8B,57,,45,22,294
2,0,82,A0,82,80,8B,54,,45,22,294
3,0,83,A0,82,80,8B,55,,45,22,304
4,0,84,A0,82,80,8B,52,,45,22,314
5,0,85,A0,82,80,8B,53,,45,22,324
6,0,86,A0,82,80,8B,50,,45,22,334
7,0,87,A0,82,80,8B,51,,45,22,344
8,0,88,A0,82,80,8B,5E,,45,22,364
1,0,81,A0,82,80,8C,50,,45,22,364
2,0,82,A0,82,80,8C,53,,45,22,384
3,0,83,A0,82,80,8C,52,,45,22,384
4,0,84,A0,82,80,8C,55,,45,22,394
5,0,85,A0,82,80,8C,54,,45,22,404
6,0,86,A0,82,80,8C,57,,45,22,424
7,0,87,A0,82,80,8C,56,,45,22,424
8,0,88,A0,82,80,8C,59,,45,22,434
1,0,81,A0,82,80,8D,51,,45,22,444
2,0,82,A0,82,80,8D,52,,45,22,454
3,0,83,A0,82,80,8D,53,,45,22,474
4,0,84,A0,82,80,8D,54,,45,22,474
5,0,85,A0,82,80,8D,55,,45,22,484
6,0,86,A0,82,80,8D,56,,45,22,494
7,0,87,A0,82,80,8D,57,,45,22,514
8,0,88,A0,82,80,8D,58,,45,22,514
1,0,81,A0,82,80,8E,52,,45,22,524
2,0,82,A0,82,80,8E,51,,45,22,534
3,0,83,A0,82,80,8E,50,,45,22,544
4,0,84,A0,82,80,8E,57,,45,22,554
5,0,85,A0,82,80,8E,56,,45,22,564
6,0,86,A0,82,80,8E,55,,45,22,574
7,0,87,A0,82,80,8E,54,,45,22,584
8,0,88,A0,82,80,8E,5B,,45,22,594
1,0,81,A0,82,80,8F,53,,45,22,604
2,0,82,A0,82,80,8F,50,,45,22,614
3,0,83,A0,82,80,8F,51,,45,22,624
4,0,84,A0,82,80,8F,56,,45,22,634
5,0,85,A0,82,80,8F,57,,45,22,644
6,0,86,A0,82,80,8F,54,,45,22,655
7,0,87,A0,82,80,8F,55,,45,22,665
8,0,88,A0,82,80,8F,5A,,45,22,675
1,0,81,A0,82,80,90,4C,,45,22,685
2,0,82,A0,82,80,90,4F,,45,22,695
3,0,83,A0,82,80,90,4E,,45,22,715
4,0,84,A0,82,80,90,49,,45,22,715
5,0,85,A0,82,80,90,48,,45,22,725
6,0,86,A0,82,80,90,4B,,45,22,735
7,0,87,A0,82,80,90,4A,,45,22,745
8,0,88,A0,82,80,90,45,,45,22,755
1,0,81,A0,82,80,91,4D,,45,22,765
2,0,82,A0,82,80,91,4E,,45,22,775
3,0,83,A0,82,80,91,4F,,45,22,795
4,0,84,A0,82,80,91,48,,45,22,795
5,0,85,A0,82,80,91,49,,45,22,805
6,0,86,A0,82,80,91,4A,,45,22,815
7,0,87,A0,82,80,91,4B,,45,22,825
8,0,88,A0,82,80,91,44,,45,22,835
1,0,81,A0,82,80,92,4E,,45,22,845
2,0,82,A0,82,80,92,4D,,45,22,855
3,0,83,A0,82,80,92,4C,,45,22,865
4,0,84,A0,82,80,92,4B,,45,22,875
5,0,85,A0,82,80,92,4A,,45,22,885
6,0,86,A0,82,80,92,49,,45,22,895
7,0,87,A0,82,80,92,48,,45,22,905
8,0,88,A0,82,80,92,47,,45,22,915
1,0,81,A0,82,80,93,4F,,45,22,925
2,0,82,A0,82,80,93,4C,,45,22,935
3,0,83,A0,82,80,93,4D,,45,22,945
4,0,84,A0,82,80,93,4A,,45,22,955
5,0,85,A0,82,80,93,4B,,45,22,975
6,0,86,A0,82,80,93,48,,45,22,985
7,0,87,A0,82,80,93,49,,45,22,995
8,0,88,A0,82,80,93,46,,45,23,5
1,0,81,A0,82,80,94,48,,45,23,15
2,0,82,A0,82,80,94,4B,,45,23,25
3,0,83,A0,82,80,94,4A,,45,23,35
4,0,84,A0,82,80,94,4D,,45,23,45
5,0,85,A0,82,80,94,4C,,45,23,55
6,0,86,A0,82,80,94,4F,,45,23,65
7,0,87,A0,82,80,94,4E,,45,23,75
8,0,88,A0,82,80,94,41,,45,23,85
1,0,81,A0,82,80,95,49,,45,23,95
2,0,82,A0,82,80,95,4A,,45,23,105
3,0,83,A0,82,80,95,4B,,45,23,115
4,0,84,A0,82,80,95,4C,,45,23,125
5,0,85,A0,82,80,95,4D,,45,23,135
6,0,86,A0,82,80,95,4E,,45,23,145
7,0,87,A0,82,80,95,4F,,45,23,165
8,0,88,A0,82,80,95,40,,45,23,165
1,0,81,A0,82,80,96,4A,,45,23,175
2,0,82,A0,82,80,96,49,,45,23,185
3,0,83,A0,82,80,96,48,,45,23,195
4,0,84,A0,82,80,96,4F,,45,23,205
5,0,85,A0,82,80,96,4E,,45,23,215
6,0,86,A0,82,80,96,4D,,45,23,225
7,0,87,A0,82,80,96,4C,,45,23,235
8,0,88,A0,82,80,96,43,,45,23,245
1,0,81,A0,82,80,97,4B,,45,23,255
2,0,82,A0,82,80,97,48,,45,23,265
3,0,83,A0,82,80,97,49,,45,23,275
4,0,84,A0,82,80,97,4E,,45,23,285
5,0,85,A0,82,80,97,4F,,45,23,295
6,0,86,A0,82,80,97,4C,,45,23,356
7,0,87,A0,82,80,97,4D,,45,23,356
8,0,88,A0,82,80,97,42,,45,23,356
1,0,81,A0,82,80,98,44,,45,23,366
2,0,82,A0,82,80,98,47,,45,23,366
3,0,83,A0,82,80,98,46,,45,23,376
4,0,84,A0,82,80,98,41,,45,23,386
5,0,85,A0,82,80,98,40,,45,23,396
6,0,86,A0,82,80,98,43,,45,23,406
7,0,87,A0,82,80,98,42,,45,23,416
8,0,88,A0,82,80,98,4D,,45,23,426
1,0,81,A0,82,80,99,45,,45,23,466
2,0,82,A0,82,80,99,46,,45,23,466
3,0,83,A0,82,80,99,47,,45,23,486
4,0,84,A0,82,80,99,40,,45,23,486
5,0,85,A0,82,80,99,41,,45,23,496
6,0,86,A0,82,80,99,42,,45,23,516
7,0,87,A0,82,80,99,43,,45,23,526
8,0,88,A0,82,80,99,4C,,45,23,536
1,0,81,A0,82,80,81,5D,,45,23,576
2,0,82,A0,82,80,81,5E,,45,23,576
3,0,83,A0,82,80,81,5F,,45,23,576
4,0,84,A0,82,80,81,58,,45,23,586
5,0,85,A0,82,80,81,59,,45,23,596
6,0,86,A0,82,80,81,5A,,45,23,606
7,0,87,A0,82,80,81,5B,,45,23,616
8,0,88,A0,82,80,81,54,,45,23,626
1,0,81,A0,82,80,82,5E,,45,23,636
2,0,82,A0,82,80,82,5D,,45,23,646
3,0,83,A0,82,80,82,5C,,45,23,656
4,0,84,A0,82,80,82,5B,,45,23,666
5,0,85,A0,82,80,82,5A,,45,23,686
6,0,86,A0,82,80,82,59,,45,23,686
7,0,87,A0,82,80,82,58,,45,23,696
8,0,88,A0,82,80,82,57,,45,23,716
1,0,81,A0,82,80,83,5F,,45,23,726
2,0,82,A0,82,80,83,5C,,45,23,726
3,0,83,A0,82,80,83,5D,,45,23,736
4,0,84,A0,82,80,83,5A,,45,23,746
5,0,85,A0,82,80,83,5B,,45,23,756
6,0,86,A0,82,80,83,58,,45,23,766
7,0,87,A0,82,80,83,59,,45,23,776
8,0,88,A0,82,80,83,56,,45,23,786
1,0,81,A0,82,80,84,58,,45,23,796
2,0,82,A0,82,80,84,5B,,45,23,806
3,0,83,A0,82,80,84,5A,,45,23,816
4,0,84,A0,82,80,84,5D,,45,23,826
5,0,85,A0,82,80,84,5C,,45,23,836
6,0,86,A0,82,80,84,5F,,45,23,846
7,0,87,A0,82,80,84,5E,,45,23,856
8,0,88,A0,82,80,84,51,,45,23,866
1,0,81,A0,82,80,85,59,,45,23,876
2,0,82,A0,82,80,85,5A,,45,23,886
3,0,83,A0,82,80,85,5B,,45,23,896
4,0,84,A0,82,80,85,5C,,45,23,906
5,0,85,A0,82,80,85,5D,,45,23,916
6,0,86,A0,82,80,85,5E,,45,23,926
7,0,87,A0,82,80,85,5F,,45,23,936
8,0,88,A0,82,80,85,50,,45,23,946
1,0,81,A0,82,80,86,5A,,45,23,956
2,0,82,A0,82,80,86,59,,45,23,966
3,0,83,A0,82,80,86,58,,45,23,976
4,0,84,A0,82,80,86,5F,,45,23,996
5,0,85,A0,82,80,86,5E,,45,23,996
6,0,86,A0,82,80,86,5D,,45,24,16
7,0,87,A0,82,80,86,5C,,45,24,26
8,0,88,A0,82,80,86,53,,45,24,26
1,0,81,A0,82,80,87,5B,,45,24,36
2,0,82,A0,82,80,87,58,,45,24,47
3,0,83,A0,82,80,87,59,,45,24,57
4,0,84,A0,82,80,87,5E,,45,24,77
5,0,85,A0,82,80,87,5F,,45,24,77
6,0,86,A0,82,80,87,5C,,45,24,97
7,0,87,A0,82,80,87,5D,,45,24,97
8,0,88,A0,82,80,87,52,,45,24,107
1,0,81,A0,82,80,88,54,,45,24,117
2,0,82,A0,82,80,88,57,,45,24,127
3,0,83,A0,82,80,88,56,,45,24,137
4,0,84,A0,82,80,88,51,,45,24,147
5,0,85,A0,82,80,88,50,,45,24,157
6,0,86,A0,82,80,88,53,,45,24,177
7,0,87,A0,82,80,88,52,,45,24,187
8,0,88,A0,82,80,88,5D,,45,24,197
1,0,81,A0,82,80,89,55,,45,24,197
2,0,82,A0,82,80,89,56,,45,24,207
3,0,83,A0,82,80,89,57,,45,24,217
4,0,84,A0,82,80,89,50,,45,24,237
5,0,85,A0,82,80,89,51,,45,24,237
6,0,86,A0,82,80,89,52,,45,24,247
7,0,87,A0,82,80,89,53,,45,24,257
8,0,88,A0,82,80,89,5C,,45,24,267
1,0,81,A0,82,80,8A,56,,45,24,287
2,0,82,A0,82,80,8A,55,,45,24,297
3,0,83,A0,82,80,8A,54,,45,24,297
4,0,84,A0,82,80,8A,53,,45,24,307
5,0,85,A0,82,80,8A,52,,45,24,317
6,0,86,A0,82,80,8A,51,,45,24,327
7,0,87,A0,82,80,8A,50,,45,24,337
8,0,88,A0,82,80,8A,5F,,45,24,347
1,0,81,A0,82,80,8B,57,,45,24,357
2,0,82,A0,82,80,8B,54,,45,24,367
3,0,83,A0,82,80,8B,55,,45,24,377
4,0,84,A0,82,80,8B,52,,45,24,387
5,0,85,A0,82,80,8B,53,,45,24,397
6,0,86,A0,82,80,8B,50,,45,24,407
7,0,87,A0,82,80,8B,51,,45,24,417
8,0,88,A0,82,80,8B,5E,,45,24,427
1,0,81,A0,82,80,8C,50,,45,24,437
2,0,82,A0,82,80,8C,53,,45,24,447
3,0,83,A0,82,80,8C,52,,45,24,457
4,0,84,A0,82,80,8C,55,,45,24,467
5,0,85,A0,82,80,8C,54,,45,24,477
6,0,86,A0,82,80,8C,57,,45,24,487
7,0,87,A0,82,80,8C,56,,45,24,497
8,0,88,A0,82,80,8C,59,,45,24,507
1,0,81,A0,82,80,8D,51,,45,24,517
2,0,82,A0,82,80,8D,52,,45,24,527
3,0,83,A0,82,80,8D,53,,45,24,537
4,0,84,A0,82,80,8D,54,,45,24,547
5,0,85,A0,82,80,8D,55,,45,24,557
6,0,86,A0,82,80,8D,56,,45,24,567
7,0,87,A0,82,80,8D,57,,45,24,577
8,0,88,A0,82,80,8D,58,,45,24,597
1,0,81,A0,82,80,8E,52,,45,24,597
2,0,82,A0,82,80,8E,51,,45,24,607
3,0,83,A0,82,80,8E,50,,45,24,617
4,0,84,A0,82,80,8E,57,,45,24,627
5,0,85,A0,82,80,8E,56,,45,24,707
6,0,86,A0,82,80,8E,55,,45,24,707
7,0,87,A0,82,80,8E,54,,45,24,717
8,0,88,A0,82,80,8E,5B,,45,24,717
1,0,81,A0,82,80,8F,53,,45,24,717
2,0,82,A0,82,80,8F,50,,45,24,758
3,0,83,A0,82,80,8F,51,,45,24,768
4,0,84,A0,82,80,8F,56,,45,24,788
5,0,85,A0,82,80,8F,57,,45,24,788
6,0,86,A0,82,80,8F,54,,45,24,798
7,0,87,A0,82,80,8F,55,,45,24,808
8,0,88,A0,82,80,8F,5A,,45,24,848
1,0,81,A0,82,80,90,4C,,45,24,858
2,0,82,A0,82,80,90,4F,,45,24,858
3,0,83,A0,82,80,90,4E,,45,24,888
4,0,84,A0,82,80,90,49,,45,24,898
5,0,85,A0,82,80,90,48,,45,24,908
6,0,86,A0,82,80,90,4B,,45,24,918
7,0,87,A0,82,80,90,4A,,45,24,918
8,0,88,A0,82,80,90,45,,45,24,928
1,0,81,A0,82,80,91,4D,,45,24,938
2,0,82,A0,82,80,91,4E,,45,24,948
3,0,83,A0,82,80,91,4F,,45,24,958
4,0,84,A0,82,80,91,48,,45,24,968
5,0,85,A0,82,80,91,49,,45,24,978
6,0,86,A0,82,80,91,4A,,45,24,988
7,0,87,A0,82,80,91,4B,,45,24,998
8,0,88,A0,82,80,91,44,,45,25,8
1,0,81,A0,82,80,92,4E,,45,25,18
2,0,82,A0,82,80,92,4D,,45,25,28
3,0,83,A0,82,80,92,4C,,45,25,38
4,0,84,A0,82,80,92,4B,,45,25,48
5,0,85,A0,82,80,92,4A,,45,25,58
6,0,86,A0,82,80,92,49,,45,25,68
7,0,87,A0,82,80,92,48,,45,25,78
